Sr.No,Mobile Brand,Avg Rating
12060,68.58104,133.0067
12061,67.22079,145.6399
12062,66.40365,123.1849
12063,68.52532,125.7403
12064,69.32648,119.6727
12065,65.36659,116.2944
12066,69.04615,133.2845
12067,71.37994,141.1697
12068,67.13772,110.8047
12069,67.3967,124.7118
12070,63.83814,110.9801
12071,68.25068,132.5773
12072,66.36931,115.305
12073,70.85914,137.5541
12074,67.20268,119.3535
12075,65.63288,113.8987
12076,71.2199,143.6782
12077,67.34903,113.7846
12078,67.8991,110.5785
12079,65.07971,133.4616
12080,69.51681,128.293
12081,66.2851,111.2819
12082,69.68337,134.4863
12083,69.65526,151.1571
12084,67.96292,133.2323
12085,71.32203,140.7135
12086,69.05447,138.7171
12087,67.94235,131.865
12088,68.32092,127.3932
12089,69.87217,129.7374
12090,66.83557,137.7577
12091,70.46217,154.0255
12092,67.69032,133.0156
12093,69.10601,133.5459
12094,70.29157,128.9032
12095,70.35631,116.5879
12096,67.3204,106.7376
12097,71.18881,145.0456
12098,65.71934,130.1984
12099,67.40796,120.6435
12100,65.05988,111.5235
12101,68.22719,108.8273
12102,69.53688,135.964
12103,69.94726,125.3808
12104,66.26851,119.7967
12105,66.05849,118.3292
12106,64.25245,109.5647
12107,68.5623,130.1006
12108,67.73521,119.7671
12109,69.59796,141.5493
12110,67.46095,123.7306
12111,68.62535,111.0908
12112,71.25126,142.7636
12113,67.24688,126.8263
12114,67.55773,125.1369
12115,68.57922,112.0673
12116,67.45327,124.3866
12117,72.5565,145.2378
12118,69.50107,122.6854
12119,70.01967,134.8425
12120,67.2572,132.8406
12121,65.22247,118.3554
12122,72.80624,139.7892
12123,69.13179,117.918
12124,67.43053,121.0933
12125,67.28059,131.4824
12126,70.001,138.0392
12127,64.33997,106.0198
12128,67.26735,124.0488
12129,69.17724,130.3436
12130,66.7465,106.6506
12131,69.03417,148.2146
12132,68.34615,133.4005
12133,66.00974,106.4586
12134,69.21559,134.4881
12135,67.07331,130.6017
12136,70.63793,130.712
12137,67.24595,135.5243
12138,68.10686,117.8123
12139,66.90742,111.9697
12140,70.15059,158.4821
12141,71.65992,136.2884
12142,66.80315,125.755
12143,67.04952,106.7259
12144,70.5931,130.7728
12145,65.84071,122.6521
12146,68.79573,116.2171
12147,68.12082,138.7471
12148,64.31209,135.5388
12149,67.99862,128.5274
12150,68.44172,126.6112
12151,71.00788,143.4924
12152,64.07458,121.5426
12153,66.81797,117.2431
12154,68.00128,137.5348
12155,65.46423,124.8913
12156,67.39722,129.1587
12157,66.27501,100.1148
12158,69.6573,140.3259
12159,67.86229,122.4027
12160,68.5617,121.4645
12161,66.77693,130.2914
12162,62.89638,120.599
12163,67.09047,118.2317
12164,67.9903,114.796
12165,70.70392,130.7639
12166,67.82304,134.663
12167,67.15786,114.8141
12168,65.92163,115.4548
12169,70.02526,125.8528
12170,71.12524,140.4603
12171,62.74696,126.8135
12172,68.94674,140.2945
12173,65.25058,127.0436
12174,67.14245,120.5611
12175,68.68723,130.8492
12176,68.62073,145.2174
12177,68.11324,116.5409
12178,66.86238,119.1125
12179,65.40349,101.3363
12180,66.2707,103.4722
12181,66.86583,116.1746
12182,71.66678,134.8888
12183,68.00017,125.8476
12184,68.66882,139.4216
12185,70.35973,129.0875
12186,67.76052,131.0901
12187,69.21882,134.1076
12188,67.74631,105.6764
12189,64.15971,129.8562
12190,67.62334,110.6548
12191,67.89328,117.09
12192,65.48471,129.224
12193,68.32528,103.4745
12194,68.2654,143.7801
12195,72.42057,144.387
12196,66.91696,123.0398
12197,69.43684,137.6724
12198,68.85114,133.1969
12199,68.37809,122.8097
12200,66.05187,130.5855
12201,71.2338,125.9994
12202,67.45676,108.6551
12203,67.2524,153.3825
12204,68.11876,124.9622
12205,70.95119,140.1531
12206,66.29131,130.8994
12207,70.1926,135.1047
12208,67.35325,134.6156
12209,64.46167,135.8058
12210,70.85183,143.2765
12211,64.58449,122.8244
12212,67.11487,128.9426
12213,68.2263,127.832
12214,67.15835,127.2791
12215,66.82518,132.5872
12216,69.46473,119.5371
12217,67.51664,125.0381
12218,67.11773,118.6122
12219,69.12468,136.3269
12220,69.29808,118.53
12221,66.9325,127.2762
12222,70.25476,131.7454
12223,69.99264,148.4428
12224,68.38126,127.1378
12225,69.74475,139.2463
12226,70.44609,123.8717
12227,66.91785,118.0017
12228,64.7893,122.4913
12229,71.65016,134.6808
12230,65.12654,114.3412
12231,68.05579,127.2138
12232,65.79014,125.9146
12233,66.94808,132.2477
12234,65.67741,121.675
12235,69.03795,108.3441
12236,69.86852,151.5482
12237,64.77588,113.1183
12238,70.23879,127.2366
12239,67.63708,124.7167
12240,67.51121,138.459
12241,67.82751,112.3725
12242,70.58388,156.3417
12243,69.66437,133.6791
12244,66.28256,108.6047
12245,65.37604,123.3283
12246,70.65344,138.4873
12247,71.38739,144.9405
12248,69.36593,124.3237
12249,69.67527,148.3828
12250,70.3007,143.818
12251,65.16553,115.8163
12252,68.33872,132.5597
12253,68.38456,123.041
12254,65.55581,115.654
12255,70.17992,121.6342
12256,67.31808,123.3304
12257,68.58594,115.2254
12258,72.37217,134.1157
12259,70.20267,156.1811
12260,68.39107,116.6836
12261,70.2734,152.4301
12262,69.0748,138.6826
12263,68.4253,125.4829
12264,66.13668,132.1366
12265,67.85165,122.8117
12266,66.95818,114.1717
12267,65.98578,115.7531
12268,67.95387,123.3642
12269,66.27293,117.9091
12270,68.52896,127.998
12271,68.2623,127.3359
12272,66.34027,114.5888
12273,69.37304,137.1683
12274,65.26199,122.0038
12275,68.70917,119.6392
12276,65.52726,123.7422
12277,67.69321,124.275
12278,68.9238,136.1853
12279,66.1141,113.5469
12280,68.06372,127.6532
12281,67.59091,116.9586
12282,68.92378,121.6715
12283,69.89731,148.2053
12284,66.99788,114.555
12285,68.16828,133.9443
12286,68.43843,115.666
12287,67.78708,122.3734
12288,69.60158,121.3371
12289,68.25161,123.1813
12290,66.41627,98.73281
12291,68.20539,116.9375
12292,69.21756,129.3186
12293,64.0896,109.3183
12294,66.27351,127.1996
12295,65.67844,101.6524
12296,68.19255,138.3676
12297,69.44838,137.7202
12298,67.19421,103.7516
12299,67.12478,116.941
12300,64.54169,125.1319
12301,69.53675,141.507
12302,67.2357,122.1695
12303,67.95026,129.204
12304,67.426,126.447
12305,67.28909,122.0906
12306,64.99608,136.7717
12307,65.43867,130.2553
12308,68.24171,120.773
12309,67.04762,119.6362
12310,66.53415,112.9701
12311,68.88695,121.8495
12312,67.83407,138.1722
12313,66.37759,123.5915
12314,65.36769,119.7125
12315,70.68318,135.8685
12316,65.49411,141.3237
12317,67.91316,121.3794
12318,70.79802,126.3383
12319,68.51827,128.0545
12320,67.47969,126.4347
12321,65.24066,123.3877
12322,64.32772,118.5248
12323,70.41288,152.7421
12324,66.6237,115.2339
12325,65.90593,108.2655
12326,66.52769,112.5525
12327,69.31461,126.7857
12328,62.87739,103.6848
12329,68.92071,130.7199
12330,66.13747,108.3422
12331,69.99833,122.5223
12332,68.46595,138.7703
12333,69.25966,133.9125
12334,69.93628,128.1196
12335,67.01834,123.4636
12336,69.77194,130.8096
12337,68.65212,139.4811
12338,68.44554,111.1441
12339,67.88896,118.4146
12340,68.68925,121.2378
12341,65.56401,105.3675
12342,69.20112,139.431
12343,68.41482,134.6557
12344,69.09655,123.0012
12345,68.9416,128.8854
12346,67.9139,127.2376
12347,68.29377,134.5271
12348,66.32216,134.3075
12349,68.20057,126.9387
12350,69.63237,145.2524
12351,68.33465,117.3751
12352,69.88231,143.9678
12353,67.11991,115.2308
12354,70.53097,125.8404
12355,67.83481,135.7228
12356,68.8196,128.3999
12357,68.0312,125.4532
12358,69.03316,134.1379
12359,67.26332,126.7256
12360,66.39875,135.3503
12361,64.7363,109.3803
12362,69.25052,111.9038
12363,69.50292,146.6922
12364,68.11694,128.3326
12365,69.37864,126.2731
12366,66.1219,115.3591
12367,65.43542,127.2422
12368,70.94749,144.8983
12369,65.68418,114.6552
12370,68.70422,131.8082
12371,68.3036,136.9984
12372,71.1963,141.1763
12373,68.57603,141.8451
12374,70.22202,128.7039
12375,67.08514,119.7705
12376,65.68889,120.9908
12377,67.51772,125.2817
12378,70.30046,138.3313
12379,68.71184,119.1353
12380,69.11819,133.7623
12381,65.66806,122.5953
12382,64.35738,104.8098
12383,69.50005,135.985
12384,67.99347,119.7518
12385,68.84027,125.351
12386,66.65667,127.9004
12387,64.57652,125.8364
12388,68.25611,130.0452
12389,70.1304,130.4494
12390,69.15411,137.9543
12391,66.00913,129.3445
12392,65.25623,129.8806
12393,65.38594,111.8541
12394,68.92278,118.3422
12395,67.05723,133.6179
12396,67.30535,136.954
12397,64.88411,140.0156
12398,66.28154,100.9385
12399,70.93763,135.4012
12400,70.63453,133.6095
12401,69.46661,128.8735
12402,67.96774,143.9946
12403,70.0157,134.9027
12404,68.46486,102.6906
12405,65.54388,108.3486
12406,69.57076,134.1768
12407,68.70712,122.7974
12408,66.47937,126.4091
12409,65.6515,138.9004
12410,64.8085,118.4505
12411,69.20954,128.4521
12412,71.2453,140.3166
12413,66.78091,133.1914
12414,66.66698,118.2094
12415,67.46012,130.3946
12416,68.39734,132.1677
12417,66.05758,106.7136
12418,70.74289,129.1447
12419,69.0472,112.5379
12420,65.25487,113.0535
12421,70.83969,136.1852
12422,66.48308,129.5826
12423,64.86362,131.524
12424,64.89809,104.151
12425,66.91413,131.8421
12426,68.79811,138.0315
12427,68.26946,139.016
12428,68.87518,145.2094
12429,68.51555,116.7877
12430,64.25854,117.9964
12431,71.84377,149.3361
12432,71.08684,148.1875
12433,64.2151,121.7215
12434,62.63566,108.8842
12435,65.81205,120.7095
12436,67.33833,137.2586
12437,65.81917,113.1984
12438,67.99186,114.8133
12439,69.11226,137.8176
12440,71.84641,132.2059
12441,72.71856,134.3143
12442,67.57166,127.0006
12443,66.86178,124.9583
12444,67.18912,131.2947
12445,67.68132,122.2843
12446,66.23406,113.5248
12447,64.74007,87.3791
12448,67.97426,120.9928
12449,70.57709,131.9995
12450,72.00389,147.4338
12451,67.60891,130.389
12452,66.68001,118.2663
12453,70.70574,124.06
12454,67.75154,123.0129
12455,69.21119,134.49
12456,70.08521,120.7698
12457,68.45585,122.5019
12458,68.86915,129.1183
12459,67.92791,117.2508
12460,70.4825,136.7279
12461,69.32572,122.6077
12462,67.52547,148.9945
12463,65.62965,131.0125
12464,67.89239,128.1211
12465,68.12894,116.1115
12466,69.54996,146.4172
12467,66.8999,125.8277
12468,67.60053,113.744
12469,65.23102,127.9767
12470,68.51538,127.1196
12471,71.76225,123.2438
12472,66.54347,132.6527
12473,66.45278,123.5997
12474,69.74047,128.9735
12475,68.15836,129.8696
12476,66.03258,120.1757
12477,64.73717,113.7689
12478,65.58498,112.9359
12479,66.54497,122.2424
12480,69.41557,140.4464
12481,70.6516,148.6669
12482,69.55188,132.2138
12483,67.89495,132.9517
12484,67.31471,138.8578
12485,63.75295,118.195
12486,67.2233,125.6088
12487,67.54931,126.4352
12488,66.91107,122.745
12489,69.09424,122.6279
12490,67.09958,118.5781
12491,70.47341,140.9829
12492,69.68349,127.9623
12493,68.56579,133.3859
12494,67.43454,123.6383
12495,66.55213,115.8177
12496,68.0387,138.3228
12497,69.78338,124.3807
12498,67.94391,131.2025
12499,66.63849,126.9132
12500,68.45079,127.414
12501,70.07106,113.5241
12502,69.31026,114.3171
12503,71.75837,135.6142
12504,69.71622,140.662
12505,66.99944,130.037
12506,72.48928,138.7557
12507,66.28225,117.5711
12508,66.00195,130.7777
12509,68.5202,118.5414
12510,67.26404,121.9478
12511,65.81057,120.8452
12512,68.39663,140.8006
12513,69.54723,139.1849
12514,68.82906,126.3249
12515,67.68691,121.9448
12516,68.60051,110.8007
12517,67.02558,127.5396
12518,69.32334,139.7775
12519,67.76623,123.344
12520,66.76197,109.2005
12521,67.098,117.2866
12522,68.96237,136.63
12523,66.68073,136.6551
12524,70.07508,129.9514
12525,66.38605,126.2915
12526,69.05442,131.9593
12527,69.49012,140.5831
12528,68.12397,128.8785
12529,68.40195,139.1229
12530,69.40097,132.3228
12531,69.55725,143.996
12532,68.71036,126.5518
12533,65.21573,116.8032
12534,69.36761,135.5201
12535,69.12651,139.0078
12536,66.89099,137.6137
12537,65.4888,134.2944
12538,68.20845,135.3887
12539,66.29682,111.8809
12540,67.53607,111.545
12541,67.54041,125.1986
12542,69.88988,144.1664
12543,68.55332,110.9255
12544,67.19021,125.038
12545,67.35534,131.0543
12546,71.49612,138.8885
12547,68.82757,130.4426
12548,69.11661,119.6437
12549,64.63422,127.7079
12550,64.58205,100.557
12551,65.9946,124.2257
12552,69.0528,129.5877
12553,69.80507,154.9924
12554,68.4173,144.9684
12555,67.12852,116.2219
12556,66.85993,117.9136
12557,68.75888,125.4433
12558,66.11846,131.5019
12559,64.64742,112.8034
12560,65.59808,122.1915
12561,69.41123,132.3657
12562,69.86767,118.2363
12563,67.74429,115.3566
12564,69.57154,126.382
12565,66.93873,126.2335
12566,67.32014,130.6583
12567,67.45694,113.2988
12568,70.22599,135.254
12569,66.03134,111.0406
12570,68.38498,119.4007
12571,68.63206,127.0706
12572,71.10527,128.6674
12573,68.03731,116.0219
12574,66.68726,121.7474
12575,66.76614,104.8083
12576,70.56704,122.4718
12577,64.74464,99.72601
12578,67.86554,108.1438
12579,66.55172,121.0529
12580,70.99403,138.9722
12581,68.30178,125.0544
12582,67.90843,134.2875
12583,68.97747,128.9206
12584,66.45071,117.6418
12585,66.34292,112.5733
12586,68.24008,135.0878
12587,66.51948,113.9957
12588,64.81528,121.5109
12589,65.92603,107.3163
12590,68.65183,130.1741
12591,65.82599,107.6702
12592,70.27704,135.9964
12593,68.84244,117.9071
12594,69.4594,133.9838
12595,67.2644,127.0181
12596,71.28234,134.0145
12597,69.14869,125.0073
12598,69.431,124.9502
12599,71.17918,135.0057
12600,66.45775,134.571
12601,67.25106,117.7898
12602,68.36867,135.2021
12603,68.58773,148.6514
12604,64.15953,112.875
12605,68.69334,138.6052
12606,68.72121,148.0597
12607,67.7996,130.667
12608,64.32884,109.5509
12609,67.22786,121.3151
12610,70.60144,137.5583
12611,68.79806,135.2602
12612,67.94924,120.2593
12613,62.57873,96.11534
12614,68.41549,113.0067
12615,69.01353,141.7589
12616,65.74831,139.774
12617,71.81629,132.7127
12618,69.37019,119.1947
12619,66.40565,115.9791
12620,70.68742,135.3749
12621,66.25324,126.0192
12622,68.71076,122.2045
12623,67.26793,116.1981
12624,69.09202,146.6689
12625,72.35308,139.6808
12626,69.04342,134.08
12627,70.73303,143.2831
12628,68.36911,144.1253
12629,72.1229,157.6616
12630,67.91302,120.1835
12631,70.73081,127.2146
12632,68.66401,116.9992
12633,65.75594,127.2348
12634,65.95131,105.3219
12635,67.46588,115.8773
12636,69.63874,132.5026
12637,68.20571,128.1029
12638,70.12075,143.4512
12639,69.33824,128.5652
12640,65.04011,120.0564
12641,67.13403,126.3556
12642,65.34843,117.1063
12643,70.1839,123.7718
12644,66.3978,124.6117
12645,68.70525,134.5751
12646,68.48066,133.0611
12647,68.83329,134.5825
12648,70.39459,127.3152
12649,65.43292,104.3383
12650,70.09461,135.1397
12651,68.76244,154.024
12652,69.35571,128.516
12653,67.04356,132.4941
12654,72.99632,157.8664
12655,67.38058,152.7149
12656,64.82189,116.4536
12657,66.06893,114.6445
12658,68.60001,125.1518
12659,67.05224,131.9155
12660,66.25923,107.9334
12661,69.41316,139.3844
12662,69.8588,144.9464
12663,69.90593,132.8098
12664,69.7052,132.7173
12665,69.63663,140.4612
12666,67.99399,117.8776
12667,69.70857,126.5658
12668,69.33609,133.7583
12669,71.24983,137.2504
12670,65.96176,107.8183
12671,67.58381,135.656
12672,69.98799,129.377
12673,69.93978,147.0146
12674,68.58929,115.6961
12675,69.65638,131.1921
12676,68.67033,126.5642
12677,69.2782,131.6396
12678,67.07981,125.7229
12679,67.70003,136.0609
12680,68.54715,120.4416
12681,69.91993,135.924
12682,66.98397,126.9148
12683,65.48047,108.2565
12684,69.07402,130.6905
12685,63.83188,114.8563
12686,67.4815,122.7798
12687,66.69107,106.3925
12688,67.34666,122.1811
12689,68.28734,116.2769
12690,71.91512,132.4214
12691,70.24886,133.7254
12692,67.30216,137.5719
12693,70.24521,126.039
12694,69.1209,138.9805
12695,67.3079,119.5167
12696,68.67791,129.9471
12697,68.60468,115.5747
12698,66.93601,122.582
12699,69.67793,132.9082
12700,66.9517,91.22631
12701,68.2565,134.6433
12702,70.76077,148.3999
12703,70.30436,136.2413
12704,69.60703,126.7617
12705,66.90735,120.1773
12706,64.22389,117.6816
12707,64.36145,114.8832
12708,71.54765,146.309
12709,68.14466,119.8608
12710,68.54325,127.7214
12711,64.64412,106.2843
12712,66.19854,113.9223
12713,65.56816,141.3379
12714,66.58173,106.1254
12715,67.63379,136.1838
12716,70.49459,141.9638
12717,70.17511,124.9465
12718,67.13912,131.6294
12719,70.74149,132.4381
12720,69.09462,142.8177
12721,67.47896,127.436
12722,68.55825,143.5287
12723,69.07966,147.9838
12724,70.35436,121.3196
12725,62.70318,92.59193
12726,67.59562,138.9259
12727,68.14798,140.0075
12728,69.27571,155.7563
12729,69.07472,120.2972
12730,69.09439,117.6279
12731,68.6144,130.4149
12732,62.398,89.1971
12733,69.12922,139.877
12734,67.33389,126.0962
12735,65.08376,131.736
12736,71.12569,137.2863
12737,68.07031,117.5196
12738,65.54023,117.5058
12739,70.37267,124.7668
12740,65.68487,124.5331
12741,65.1396,127.773
12742,72.15147,148.5491
12743,65.05276,103.6491
12744,65.00704,95.01295
12745,69.52238,134.7143
12746,66.51322,114.55
12747,70.00383,138.3081
12748,65.98143,123.4941
12749,66.13459,101.1344
12750,69.87842,138.228
12751,66.66719,126.0355
12752,66.89316,139.7169
12753,68.49506,122.879
12754,66.52004,126.5041
12755,67.96291,114.4191
12756,66.29951,126.7682
12757,70.03377,120.3446
12758,66.20352,107.0425
12759,68.22162,124.1618
12760,68.33014,132.5046
12761,66.68585,130.3999
12762,65.81999,112.6146
12763,66.79436,119.7033
12764,70.05224,115.3835
12765,66.30361,124.7241
12766,65.92122,121.5372
12767,71.33496,138.7443
12768,65.93792,131.6449
12769,66.80261,119.4744
12770,67.88451,127.7094
12771,68.57765,124.3734
12772,67.63851,131.859
12773,67.44645,128.5003
12774,70.78508,132.6894
12775,66.20549,114.1363
12776,64.01757,101.5315
12777,69.51099,144.765
12778,66.19759,100.7474
12779,68.114,137.3945
12780,68.89748,114.6844
12781,66.08796,128.0759
12782,65.69337,140.7693
12783,66.84988,130.5163
12784,68.13243,126.5235
12785,65.85355,121.6208
12786,66.46148,111.3949
12787,70.16892,135.7384
12788,70.47648,126.461
12789,68.83992,125.6376
12790,68.16224,124.5737
12791,69.75698,115.3657
12792,67.07932,121.7021
12793,66.45796,133.9175
12794,68.10467,124.2443
12795,70.18297,148.1467
12796,71.06812,136.7636
12797,66.12689,137.2242
12798,70.02419,132.5
12799,63.95983,110.9671
12800,68.29421,138.0009
12801,66.78712,125.2584
12802,70.31549,118.2843
12803,67.87672,115.7531
12804,64.98948,115.7612
12805,65.73625,103.3949
12806,67.18713,113.77
12807,63.7027,111.5551
12808,72.22326,146.7823
12809,68.74167,125.3766
12810,64.83708,122.7266
12811,67.87607,130.0423
12812,67.37786,118.0533
12813,65.1186,129.3106
12814,69.23622,125.7028
12815,65.09077,111.4222
12816,70.31072,126.3652
12817,68.26941,129.7347
12818,67.6398,137.9234
12819,66.55938,122.7599
12820,68.89767,142.6513
12821,67.73688,138.6194
12822,69.4266,133.8572
12823,69.1415,121.8042
12824,70.88688,138.8487
12825,67.4992,134.3789
12826,67.48566,129.2513
12827,65.80458,122.6509
12828,69.4832,108.9489
12829,64.95436,112.0785
12830,66.4238,111.2181
12831,67.79983,120.5562
12832,70.35784,145.1015
12833,65.93427,124.9365
12834,72.14741,152.714
12835,69.02285,141.9567
12836,67.95237,114.0617
12837,64.88273,120.3929
12838,66.88904,108.9186
12839,68.16321,121.259
12840,67.31487,126.8506
12841,70.8218,138.0774
12842,69.2295,125.0231
12843,67.98989,116.7557
12844,69.10378,147.7595
12845,65.19866,114.6411
12846,70.6943,130.9471
12847,67.95665,141.4925
12848,64.71795,110.6855
12849,67.77693,121.1735
12850,66.65039,109.8503
12851,68.66554,114.5278
12852,70.60726,141.8837
12853,71.14677,131.3756
12854,66.39228,120.6284
12855,66.31944,115.0054
12856,68.59114,142.5636
12857,69.32005,114.6814
12858,69.02579,131.297
12859,69.92046,135.0288
12860,69.21391,109.8219
12861,70.50711,135.185
12862,68.22468,122.0414
12863,64.42053,125.1623
12864,66.66605,121.3495
12865,66.25687,134.2611
12866,69.05579,114.318
12867,63.6611,101.3054
12868,65.78795,140.3781
12869,65.16658,102.3367
12870,68.15122,135.4779
12871,69.38984,135.9126
12872,65.78621,122.6126
12873,68.2597,120.6736
12874,69.52348,124.3154
12875,68.04861,130.1638
12876,65.09478,133.7183
12877,67.92363,126.3504
12878,67.96986,136.9789
12879,68.83982,125.9746
12880,66.47793,119.8167
12881,69.22774,128.9968
12882,66.9221,132.8417
12883,68.83985,120.0603
12884,71.58499,167.8045
12885,68.54065,137.9769
12886,66.50759,117.7984
12887,69.98011,126.927
12888,70.8198,122.0349
12889,67.05275,127.4661
12890,68.3326,143.762
12891,68.9573,132.012
12892,67.34256,137.6082
12893,71.28917,128.8965
12894,68.7694,130.0066
12895,68.12962,126.3372
12896,66.39812,117.4012
12897,65.23885,137.3238
12898,66.44001,127.4717
12899,70.93311,137.8625
12900,67.31072,128.5575
12901,70.72584,130.6364
12902,68.11148,126.047
12903,68.46257,147.0739
12904,68.0129,114.4355
12905,66.96139,131.5032
12906,68.42376,127.3903
12907,69.0915,127.5051
12908,67.83572,130.7118
12909,67.0104,116.4421
12910,67.9803,132.8359
12911,69.40901,140.1526
12912,68.17666,143.5168
12913,68.82236,122.6466
12914,69.59401,120.2946
12915,69.79599,139.6795
12916,69.57154,123.7094
12917,66.17372,130.3693
12918,68.56311,145.1008
12919,68.00701,148.8339
12920,68.20627,120.9951
12921,68.41836,124.8028
12922,66.87925,124.0546
12923,67.17012,128.4136
12924,67.01381,134.9587
12925,66.27923,122.9582
12926,66.31152,128.7993
12927,67.42453,129.8299
12928,67.2625,129.1298
12929,66.85661,115.8562
12930,68.30887,119.1643
12931,67.3835,146.1098
12932,70.43142,150.9456
12933,69.94726,141.3873
12934,69.17938,135.8499
12935,66.56538,116.9042
12936,68.67972,143.4218
12937,64.81954,99.80369
12938,70.49047,126.5028
12939,68.10777,126.735
12940,68.41482,125.2798
12941,68.2052,120.8053
12942,64.71503,133.1455
12943,65.65007,114.6888
12944,70.11281,133.7564
12945,66.9713,122.9566
12946,67.37563,124.9457
12947,70.20955,119.9669
12948,65.60368,117.7954
12949,65.99327,126.8598
12950,64.12511,114.9245
12951,67.89782,113.589
12952,69.76854,126.3972
12953,66.68039,123.661
12954,71.3082,129.1532
12955,68.92387,153.6931
12956,70.98202,137.4036
12957,70.09326,121.8786
12958,68.2703,123.8796
12959,68.43097,130.4136
12960,67.48521,122.9673
12961,65.28618,124.4946
12962,69.12615,128.2417
12963,70.05579,135.7679
12964,66.26599,121.7592
12965,67.66477,126.609
12966,67.29123,137.2435
12967,68.77873,118.0382
12968,69.70939,137.5337
12969,70.67986,141.8843
12970,69.66769,139.9762
12971,67.15104,132.4239
12972,68.98937,135.7329
12973,67.42939,124.1274
12974,67.78729,137.1755
12975,64.43099,145.4739
12976,67.67702,121.8942
12977,69.99401,132.7112
12978,69.71816,117.6143
12979,69.41796,133.882
12980,64.96373,123.9581
12981,67.53047,132.6457
12982,69.31009,129.1492
12983,66.40906,134.3405
12984,68.40781,128.4416
12985,66.74614,114.8763
12986,67.0559,124.9848
12987,69.04014,111.9708
12988,69.84443,135.6318
12989,68.11787,109.8296
12990,67.96711,127.1728
12991,64.26845,109.7383
12992,66.38069,113.3612
12993,69.65186,141.0062
12994,67.50995,111.4264
12995,68.59905,149.7418
12996,65.38762,113.4099
12997,69.754,139.7871
12998,66.40135,122.4853
12999,69.97896,119.6409
13000,69.31752,133.772
13001,65.80662,144.3102
13002,66.85982,140.6987
13003,70.3717,135.4761
13004,66.50564,129.2973
13005,66.29807,121.9226
13006,70.79659,138.0529
13007,66.9188,143.6876
13008,67.86452,101.8559
13009,69.26225,135.6449
13010,63.83449,115.8313
13011,68.60409,127.3747
13012,67.03402,123.9735
13013,67.39559,119.7485
13014,65.21454,131.9907
13015,68.28765,126.7902
13016,69.10579,128.4257
13017,68.35335,130.4412
13018,68.07782,127.7648
13019,67.84152,132.4672
13020,65.28594,127.6072
13021,68.1933,122.6322
13022,67.74053,114.4872
13023,67.04758,123.7627
13024,65.4041,137.16
13025,66.17018,115.5937
13026,66.80868,116.272
13027,67.29029,125.8577
13028,70.09532,116.7931
13029,66.80156,120.9025
13030,66.63488,118.1354
13031,69.56506,125.3899
13032,70.60646,128.7028
13033,71.964,130.4404
13034,66.99211,106.3826
13035,64.63998,124.5983
13036,64.46369,113.8868
13037,67.48073,118.8642
13038,71.0274,149.722
13039,66.57652,124.7905
13040,68.8576,130.9752
13041,66.25434,118.0379
13042,68.59622,119.9239
13043,70.5651,124.2969
13044,68.19129,135.3963
13045,68.631,145.9199
13046,66.95137,121.817
13047,65.73162,120.4355
13048,69.39596,131.8885
13049,68.4177,155.2243
13050,68.5373,118.7651
13051,65.89888,119.7408
13052,71.79395,134.9478
13053,64.61857,126.0336
13054,67.95083,135.7588
13055,69.24678,120.7578
13056,69.09927,117.0254
13057,68.66631,117.8159
13058,67.96796,128.4943
13059,68.36887,110.7174
13060,66.49471,127.7524
13061,66.10701,133.2153
13062,69.66455,150.5807
13063,70.8961,127.1952
13064,63.23763,119.1795
13065,67.19734,117.7393
13066,67.85778,123.0461
13067,67.22801,131.9317
13068,69.7057,131.1593
13069,68.84395,107.803
13070,72.34677,133.7865
13071,71.26584,134.0578
13072,69.44174,122.8241
13073,67.29233,118.7096
13074,66.81163,101.159
13075,68.86359,128.1226
13076,66.49126,126.8115
13077,68.04236,140.7966
13078,70.0192,122.6033
13079,67.83242,130.1143
13080,69.44946,138.989
13081,67.26935,116.3762
13082,66.54396,127.1921
13083,70.04568,118.2566
13084,66.75437,112.4253
13085,64.46778,104.1932
13086,66.85722,111.022
13087,67.45724,133.9342
13088,69.45109,132.5114
13089,66.60452,129.8988
13090,67.06108,131.6097
13091,68.42116,113.0609
13092,69.493,116.8366
13093,70.46411,140.5955
13094,68.9279,112.8921
13095,64.0927,122.0211
13096,69.8857,120.2619
13097,70.98109,133.7989
13098,70.75683,134.2516
13099,69.29064,122.7467
13100,67.34605,118.8282
13101,71.60653,145.4865
13102,68.73423,127.9355
13103,70.23183,132.2244
13104,67.73289,128.6208
13105,64.52831,119.7817
13106,66.63655,116.8298
13107,69.76077,116.2196
13108,65.56703,127.0848
13109,68.77343,121.1138
13110,69.40668,140.9985
13111,69.43534,137.473
13112,68.30511,142.7223
13113,63.7744,115.913
13114,65.68321,128.3344
13115,68.33718,120.9561
13116,69.86703,147.7559
13117,65.7249,124.3421
13118,68.1319,130.2268
13119,70.9089,139.7271
13120,67.84388,108.6559
13121,67.27281,133.2515
13122,66.14906,124.3751
13123,67.9919,118.8748
13124,67.75147,129.3329
13125,69.95487,126.1978
13126,65.25717,130.0705
13127,68.78511,136.2792
13128,68.53751,144.8563
13129,66.68688,120.6248
13130,65.88737,129.3868
13131,67.70939,124.5234
13132,63.53168,116.9152
13133,69.49591,139.4006
13134,70.25639,133.0404
13135,68.33535,142.8504
13136,68.20992,143.3398
13137,71.61247,131.4263
13138,68.30837,133.0776
13139,68.79576,128.3906
13140,66.11011,110.656
13141,71.17064,151.2357
13142,65.96844,132.1259
13143,69.49436,131.419
